seq,score_version,cohort_name,subregion,run_id,cluster_index,cluster_id,medoid_ring_id,leg_distance_ly,staging_required,size_n,p90_ly,centroid_rho
1,moi_v1,IcyCore,W-mid,f516110f26bb9c9c1ea9a1df95e659b6b7091ae5,2,082315614dc2c1c0fdf64691472d806e170fe684,c99eaf742835252443aa1b71209aa583b478e0f5,25273.642589,true,60,3027.370312,22088.324323
2,moi_v1,IcyCore,W-mid,f516110f26bb9c9c1ea9a1df95e659b6b7091ae5,1,9266637998321a151c512237ff7588e631139cb6,c1f8abf410b05f6b6a480654f29829a364f962a1,7494.919957,false,11,4632.984371,29570.973230
